,text,intent,slots,pattern_id
4351,روحانی عمده و آگاهانه میخوار مردم را به اختلاف و شورش بکشاند تا در آب گل آلود ماهی و خودش سکان را در دست بگیرد و این احمق ترسو مانند ابوموسی اشعری مردم را به سمت اهداف خود بکشاند,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3004351
4352,ریدم تو کله بابات,offensive,o o o o,3004352
4353,حروم زاده لاشخوره بی‌همه چیز ,offensive,o o o o o,3004353
4355,سگ خوری تو ذاتته خراب,offensive,o o o o o,3004355
4356,خیلی بیناموسی,offensive,o o,3004356
4357,هم ننت جندست هم بابات کسکش که تو اینجوری بیناموس خوار کونی در اومدی,offensive,o o o o o o o o o o o o o o,3004357
4358,کص بابات ننت حرومی جنده,offensive,o o o o o,3004358
4359,بچه قرتی,offensive,o o,3004359
4360, بدبخت کصخل,offensive,o o,3004360
4361,کص عن,offensive,o o,3004361
4362,سیک فقط,offensive,o o,3004362
4363,شومبول دوست,offensive,o o,3004363
4364,نفرین به تو,offensive,o o o,3004364
4366,تو ناموست,offensive,o o,3004366
4367,کرکس ,offensive,o,3004367
4368,من میگم کیرم تو مادرت,offensive,o o o o o,3004368
4369,گوه چی کس خل خر,offensive,o o o o o,3004369
4370,پاره شده کس خواهرت,offensive,o o o o,3004370
4371,ای کیرم تو اون کوسی که تو از توش مادر کسده,offensive,o o o o o o o o o o o,3004371
4372,بی‌همه چیز,offensive,o o,3004372
4373,زنا زاده‌ای ,offensive,o o,3004373
4374,چسبیدی به کثافت کاری,offensive,o o o o,3004374
4375,آرزو‌داری شب زیرش بخوابی,offensive,o o o o,3004375
4376,تو دیگه گهی هستی,offensive,o o o o,3004376
4377,کون باید بدی,offensive,o o o,3004377
4378,کثافت ,offensive,o,3004378
4379,عوضیه لاش خور,offensive,o o o,3004379
4381,دزد قاچاقچی,offensive,o o,3004381
4382,شاشو قاشقی,offensive,o o,3004382
4383,دقیقا معلومه تخم حرومی,offensive,o o o o,3004383
4384,الهی از وسط دو شقه شی,offensive,o o o o o o,3004384
4385,جون کیرم تو سیست,offensive,o o o o,3004385
4386,ژن آشغال,offensive,o o,3004386
4387,کیرمم نیستی,offensive,o o,3004387
4388,پدر اشغالت نمیاد جمت کنه کیری,offensive,o o o o o o,3004388
4389,قیافت مثل کیر ختنه,offensive,o o o o,3004389
4390,آلاغ اون بیناموسته حرومزاده فیک ,offensive,o o o o o,3004390
4393,خلی,offensive,o,3004393
4394,یه گوهی بخور,offensive,o o o,3004394
4395,زیاد شور نزن عرزشات کم میشه,offensive,o o o o o o,3004395
4398,تول سگ,offensive,o o,3004398
4399, کیر تو تمام سوراخ‌های موجود خودت و هفت جد ابادت,offensive,o o o o o o o o o o,3004399
4400, زبونتم مث کیر خر دازه ,offensive,o o o o o,3004400
4402,من میگم کیرم تو کصت,offensive,o o o o o,3004402
4403,تو چه اوسگولی هستی ,offensive,o o o o,3004403
4404,ای کیرم تو اون کوسی که تو از توش دراومدی,offensive,o o o o o o o o o o,3004404
4405,اقای روحانی توداری بفهم وشعورهفتادمیلیون مردم ایران توهین میکنی ومهمترازاون اینهمه انسان بیگناه واسه مظلوم نمایی درمقابل نمایندگان سازمان ملل وجهان بکشتن دادین اونقدرکارتون مسخره بودکه همه فهمیدن اخه چرانبایدازدماغ یک سردارحاضردراونجایک قطره خون بیاد,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3004405
4406,برو ریدم تو مادر جندت,offensive,o o o o o,3004406
4407,تخمته,offensive,o,3004407
4408, اوبی ,offensive,o,3004408
4409,حسودی,offensive,o,3004409
4410,فکر کنم توی رو زیاد کردنت الان عقده داری,offensive,o o o o o o o o o,3004410
4411,نخورده مستی,offensive,o o,3004411
4412,دهنت سرویس با حرفت,offensive,o o o o,3004412
4414,کیری سر,offensive,o o,3004414
4415, پدرسگ,offensive,o,3004415
4417,حالا کی باتو‌بود که دهنتو باز میکنی خودتی,offensive,o o o o o o o o,3004417
4418,از  کست چه خبر,offensive,o o o o,3004418
4419,بمیری‌ای شالله,offensive,o o,3004419
4420,سمندون کوتوله واویلای زشت,offensive,o o o o,3004420
4421,میمون هر چی زشت‌تر و خودنماتر,offensive,o o o o o o,3004421
4422,کس مادرت کسکش گوه نخور,offensive,o o o o o,3004422
4423,شاشیدم تو چشم راست بابات ,offensive,o o o o o,3004423
4424,بیا این بخور,offensive,o o o,3004424
4425,کسخل مالیاتی,offensive,o o,3004425
4426,شاش بی‌همه چیز,offensive,o o o,3004426
4427,حروممم,offensive,o,3004427
4428,خارکسه ا,offensive,o o,3004428
4429,بی‌ناموس تخمه جن دو جنسه,offensive,o o o o o,3004429
4430,آبجیت کس داده,offensive,o o o,3004430
4432,بیناموس ، ریدم تو اسکلته پدر بزرگت با اون پدره کسکشت تویه خارکسدرو پس انداختن,offensive,o o o o o o o o o o o o o o o,3004432
4433,خواهرتم که مثل خودت حرامزاده اومده,offensive,o o o o o o,3004433
4434, کیری سر,offensive,o o,3004434
4435,پدرت یک دزد زنازاده بوده توهم مثل پدر شدی,offensive,o o o o o o o o o,3004435
4436,بیا من خودم میکنمت,offensive,o o o o,3004436
4437, مادرت خرابه,offensive,o o,3004437
4439,یدز نگیری حالا,offensive,o o o,3004439
4440,خیلی زشتو نچسبی,offensive,o o o,3004440
4441,کس خارمادرت کسکش حروم لقمه حروم حرومزاده بالاخره ننت گاییده میشه بالاخره بدکیری میخوری  کسکش حالا ببین شیرسگ خورده,offensive,o o o o o o o o o o o o o o o o o o o,3004441
4442,کسکش بابا ندار,offensive,o o o,3004442
4443, ننه سگ,offensive,o o,3004443
4444,خار کونی دسته بیلمو تا میکنم تو کونت,offensive,o o o o o o o o,3004444
4445,زنای مامانتن یا ابجیت,offensive,o o o o,3004445
4447,اسکل تویی,offensive,o o,3004447
4448,جون ننت عادم شو,offensive,o o o o,3004448
4449,بد قدمه نحس,offensive,o o o,3004449
4450,این مادرته کس مادرت رو گاییدم مادرجنده لاشی روزه برسه که و خواهرت رو تو ایران بگاییم,offensive,o o o o o o o o o o o o o o o o o,3004450
4451,خیلی خوار کونی هستی کوسکش ننه خیلی بی‌وجودی که جواب هم نمیدی فقط مادر جندهکیرم تو کله اون پدر کوسکشت,offensive,o o o o o o o o o o o o o o o o o o o o,3004451
4452,چقدر حقیری چقدر ضعف‌داری چقدر بی‌خانواده‌ای ,offensive,o o o o o o,3004452
4453,خیلی بیناموسی سگ,offensive,o o o,3004453
4454,کی به درک فاصل بشی,offensive,o o o o o,3004454
4455,خیلی رو‌داری بابا,offensive,o o o,3004455
4456,لاس نزن,offensive,o o,3004456
4457,یاغی,offensive,o,3004457
4459,گور پدرت,offensive,o o,3004459
4460,خار کسه بی‌ناموس کونی,offensive,o o o o,3004460
4461,کیرم تو اونجایی که ازش در اومدی,offensive,o o o o o o o,3004461
4462,تومامانت بهت از کون میداده لوس,offensive,o o o o o o,3004462
4463,کله‌ی پدرت,offensive,o o,3004463
4464,تخم سگگگگگگگ,offensive,o o,3004464
4465,چقد قیافت کیری میشه,offensive,o o o o,3004465
4466,کیر تو کوس ننت,offensive,o o o o,3004466
4467, کسکش,offensive,o,3004467
4469,خوار باباتو گاییدم که دست تویه جاکش,offensive,o o o o o o o,3004469
4470, حرومزاده ,offensive,o,3004470
4471,مگه مریضی‌داری حیون,offensive,o o o,3004471
4472,کیرم با جفت خایه هام به صورت عمودی تووکص بیناموس دزد,offensive,o o o o o o o o o o o,3004472
4473,حاضرم سر به تنت نباشه,offensive,o o o o o,3004473
4474,بازم توکس ننه جندت,offensive,o o o o,3004474
4475,کص ننت کیر مایی,offensive,o o o o,3004475
4476,کاش نصف اعتماد به نفس تورو داشتم جیشو,offensive,o o o o o o o o,3004476
4477,ای کیرم به اول آخرت,offensive,o o o o o,3004477
4478,خوارکسده ,offensive,o,3004478
4479,کس خواهر مادرت,offensive,o o o,3004479
4480,همه ازت متنفرن,offensive,o o o,3004480
4481,قارون به اون بزرگی به‌گا رفت تو گوزشم نیستی,offensive,o o o o o o o o o,3004481
4482,چی میگی سرخس,offensive,o o o,3004482
4483,دستم میرسید خشک خشک میگایدمت,offensive,o o o o o,3004483
4485,انشالله سر قبرت,offensive,o o o,3004485
4487,مطمنم ننت تو رو از همین راها گرفته و قالب کرده به پدر پدر سگت,offensive,o o o o o o o o o o o o o o o,3004487
4489,همون درخت با شاخه و تو کونت,offensive,o o o o o o o,3004489
4490,کیر مردم کس کردن به این میگن,offensive,o o o o o o o,3004490
4491,عین گوز خر شرکی,offensive,o o o o,3004491
4492,بنده رو به مادرتون ابلاغ بفرمایید,offensive,o o o o o o,3004492
4494,من شخصا اول مامانت رو از کون‌ گاییدم بعد آبجی ساک‌زنتو,offensive,o o o o o o o o o o o,3004494
4495, بابای جاکشه زن جندت,offensive,o o o o,3004495
4496,کص خاهرت,offensive,o o,3004496
4497,یه روز تو بابای خائنتو می‌کنیم,offensive,o o o o o o,3004497
4498,توف ناف مادرت کثافت,offensive,o o o o,3004498
4499, کس لیس,offensive,o o,3004499
4500,بیناموس زنازاده,offensive,o o,3004500
4501,کس ننه,offensive,o o,3004501
4502, عقده‌ای ، مفت خور ,offensive,o o o o,3004502
4503,تو که همش تو زندگیه دیگرانی,offensive,o o o o o o,3004503
4504,اسکولی واقعا,offensive,o o,3004504
4505,مادرجنده ,offensive,o,3004505
4506,بابای قرمساقت,offensive,o o,3004506
4507,دزدی,offensive,o,3004507
4508,فیک بدبخت,offensive,o o,3004508
4509,سرت مثه کلاه کیره,offensive,o o o o,3004509
4510,کله تخمی,offensive,o o,3004510
4511,کسخل ,offensive,o,3004511
4512,مشنگ بی‌رگ و ریشه ,offensive,o o o o,3004512
4514,حروم خور ولدزنا,offensive,o o o,3004514
4515,حروم زاده اشغال سگ دهن خودت و بابات,offensive,o o o o o o o o,3004515
4517, کس ذنت,offensive,o o,3004517
4518,کیرم به مادرت ,offensive,o o o,3004518
4519,اووووووووق,offensive,o,3004519
4520,خار مادر جنده ولد زنا,offensive,o o o o o,3004520
4521,میدونی تو من هستی سه بار مادرت را کردم,offensive,o o o o o o o o o,3004521
4522,وای چقدر فوحش میخوری,offensive,o o o o,3004522
4523,جنده بیش نیستی کس کش حروم خور,offensive,o o o o o o o,3004523
4524,دلم میخواد از کون خشک بکنمت,offensive,o o o o o o,3004524
4525,اقای روحانی حداقل اسطوره‌های محبوب مردم که چهل ساله دور از وطنشونن رو ی رایزنی بکنین اجازه بدین برگردن بهروز وثوقی ، داریوش اقبالی ، ابراهیم حامدی ، والا شخصیت اینا از خیلی ازعناصر داخلی سالمتره,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3004525
4526,و زندتو گاییدم خار کونی ننه کیر دزد,offensive,o o o o o o o o,3004526
4528,هنوز بابات تورو گردن نگرفته زبون لکنتی,offensive,o o o o o o o,3004528
4529,کس نگو جنده کونی,offensive,o o o o,3004529
4531,تو کس ننه بالاس,offensive,o o o o,3004531
4532,کیر عالمو ادم پستونای ناموست ریدن به کاسه خانوادت ریدن به حلق مادر جتدت ریدن به دهن پدر کوسکش پدرت ناموس همه کاره بی‌وجود کون,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3004532
4533,سر قبربابات,offensive,o o,3004533
4534,مادر بگاد,offensive,o o,3004534
4537,من اگه خدا‌بودم جوری میگاییدمت ک ازراعیل سکته لاپایی,offensive,o o o o o o o o o,3004537
4538,خایه مالو سگ بگاد,offensive,o o o o,3004538
4539,کیر تو خاندانت,offensive,o o o,3004539
4540,به فنا رفتی,offensive,o o o,3004540
4541,متنفرم ازت,offensive,o o,3004541
4542, کله ایسگا کردیا,offensive,o o o,3004542
4543, کردنم نداری گوزو,offensive,o o o,3004543
4544,ماد کسته ,offensive,o o,3004544
4546,کیر همون کوتوله چند رفته تو کوس مادرت,offensive,o o o o o o o o,3004546
4547, خاک برسرت لاشی,offensive,o o o,3004547
4548,انگل روز مرگت نزدیکه ببین کی بهت گفتم,offensive,o o o o o o o o,3004548
4549, عربده کش,offensive,o o,3004549
4550,اخی کوچولو موچولو ,offensive,o o o,3004550
4551,اخه حزومزاده تو و جدو ابادت و خاهر و مادر جندت ک کیرم تو اخرت باشه,offensive,o o o o o o o o o o o o o o o o,3004551
4552,گه منم نمیتونی بخوری,offensive,o o o o,3004552
4553,بعضی وقتا حرفات بیخوده ولی بعضی وقتا حرف حق میزنی,offensive,o o o o o o o o o o,3004553
